train_no,station_code,prev_delay_bucket,predicted_delay_min
12561,ALJN,60-120,79.5
12561,ALJN,120+,125.9
12561,ARJ,0-5,13.4
12561,ARJ,5-15,13.5
12561,ARJ,15-30,14.1
12561,ARJ,30-60,21.7
12561,ARJ,60-120,46.0
12561,ARJ,120+,84.0
12561,BSB,0-5,12.8
12561,BSB,5-15,12.8
12561,BSB,15-30,13.6
12561,BSB,30-60,20.8
12561,BSB,60-120,44.0
12561,BSB,120+,82.7
12561,BUI,0-5,15.4
12561,BUI,5-15,15.4
12561,BUI,15-30,16.2
12561,BUI,30-60,24.1
12561,BUI,60-120,50.0
12561,BUI,120+,91.2
12561,CNB,0-5,27.7
12561,CNB,5-15,27.7
12561,CNB,15-30,28.5
12561,CNB,30-60,38.0
12561,CNB,60-120,73.8
12561,CNB,120+,120.5
12561,CPR,0-5,7.0
12561,CPR,5-15,7.0
12561,CPR,15-30,7.6
12561,CPR,30-60,12.3
12561,CPR,60-120,28.3
12561,CPR,120+,49.3
12561,DBG,0-5,10.1
12561,DBG,5-15,10.2
12561,DBG,15-30,10.9
12561,DBG,30-60,17.0
12561,DBG,60-120,38.3
12561,DBG,120+,70.2
12561,GCT,0-5,15.4
12561,GCT,5-15,15.4
12561,GCT,15-30,16.2
12561,GCT,30-60,23.9
12561,GCT,60-120,49.7
12561,GCT,120+,90.8
12561,GYN,0-5,15.6
12561,GYN,5-15,15.6
12561,GYN,15-30,16.4
12561,GYN,30-60,23.9
12561,GYN,60-120,49.5
12561,GYN,120+,90.0
12561,GZB,0-5,28.2
12561,GZB,5-15,28.2
12561,GZB,15-30,28.9
12561,GZB,30-60,38.0
12561,GZB,60-120,75.8
12561,GZB,120+,124.3
12561,HJP,0-5,14.2
12561,HJP,5-15,14.2
12561,HJP,15-30,14.8
12561,HJP,30-60,21.5
12561,HJP,60-120,39.6
12561,HJP,120+,72.1
12561,JYG,0-5,2.6
12561,JYG,5-15,2.7
12561,JYG,15-30,3.1
12561,JYG,30-60,6.3
12561,JYG,60-120,20.1
12561,JYG,120+,40.1
12561,LSI,0-5,13.5
12561,LSI,5-15,13.6
12561,LSI,15-30,14.3
12561,LSI,30-60,21.5
12561,LSI,60-120,45.2
12561,LSI,120+,83.8
12561,MBI,0-5,12.1
12561,MBI,5-15,12.1
12561,MBI,15-30,12.9
12561,MBI,30-60,19.5
12561,MBI,60-120,41.5
12561,MBI,120+,76.9
12561,MFP,0-5,10.8
12561,MFP,5-15,10.9
12561,MFP,15-30,11.5
12561,MFP,30-60,17.3
12561,MFP,60-120,33.6
12561,MFP,120+,62.6
12561,NDLS,0-5,30.7
12561,NDLS,5-15,30.8
12561,NDLS,15-30,32.5
12561,NDLS,30-60,43.7
12561,NDLS,60-120,82.3
12561,NDLS,120+,134.3
12561,PRYJ,0-5,17.9
12561,PRYJ,5-15,18.0
12561,PRYJ,15-30,18.7
12561,PRYJ,30-60,26.5
12561,PRYJ,60-120,54.2
12561,PRYJ,120+,94.7
12561,SEE,0-5,18.6
12561,SEE,5-15,18.6
12561,SEE,15-30,19.4
12561,SEE,30-60,27.2
12561,SEE,60-120,56.1
12561,SEE,120+,97.1
12561,SIP,0-5,15.5
12561,SIP,5-15,15.6
12561,SIP,15-30,16.3
12561,SIP,30-60,23.8
12561,SIP,60-120,48.5
12561,SIP,120+,88.5
12561,SKI,0-5,18.5
12561,SKI,5-15,18.5
12561,SKI,15-30,19.3
12561,SKI,30-60,27.1
12561,SKI,60-120,55.5
12561,SKI,120+,95.3
12561,SPJ,0-5,10.0
12561,SPJ,5-15,10.1
12561,SPJ,15-30,10.6
12561,SPJ,30-60,15.8
12561,SPJ,60-120,30.6
12561,SPJ,120+,54.8
12562,ALJN,0-5,25.0
12562,ALJN,5-15,25.0
12562,ALJN,15-30,25.0
12562,ALJN,30-60,28.4
12562,ALJN,60-120,56.0
12562,ALJN,120+,93.5
12562,ARJ,0-5,30.9
12562,ARJ,5-15,31.0
12562,ARJ,15-30,31.6
12562,ARJ,30-60,40.8
12562,ARJ,60-120,78.0
12562,ARJ,120+,134.1
12562,BSB,0-5,16.1
12562,BSB,5-15,16.1
12562,BSB,15-30,16.6
12562,BSB,30-60,24.1
12562,BSB,60-120,53.2
12562,BSB,120+,102.8
12562,BUI,0-5,26.1
12562,BUI,5-15,26.1
12562,BUI,15-30,26.8
12562,BUI,30-60,35.5
12562,BUI,60-120,72.2
12562,BUI,120+,127.4
12562,CNB,0-5,25.3
12562,CNB,5-15,25.3
12562,CNB,15-30,25.5
12562,CNB,30-60,33.1
12562,CNB,60-120,69.0
12562,CNB,120+,121.0
12562,CPR,0-5,20.3
12562,CPR,5-15,20.4
12562,CPR,15-30,20.4
12562,CPR,30-60,27.5
12562,CPR,60-120,56.5
12562,CPR,120+,101.4
12562,DBG,0-5,31.2
12562,DBG,5-15,31.2
12562,DBG,15-30,31.9
12562,DBG,30-60,42.0
12562,DBG,60-120,79.0
12562,DBG,120+,138.6
12562,GCT,0-5,28.3
12562,GCT,5-15,28.3
12562,GCT,15-30,29.0
12562,GCT,30-60,38.8
12562,GCT,60-120,75.3
12562,GCT,120+,132.7
12562,GYN,0-5,25.0
12562,GYN,5-15,25.0
12562,GYN,15-30,25.5
12562,GYN,30-60,32.7
12562,GYN,60-120,68.3
12562,GYN,120+,122.3
12562,HJP,0-5,27.8
12562,HJP,5-15,27.8
12562,HJP,15-30,28.1
12562,HJP,30-60,35.2
12562,HJP,60-120,67.7
12562,HJP,120+,116.6
12562,JYG,0-5,34.3
12562,JYG,5-15,34.3
12562,JYG,15-30,35.1
12562,JYG,30-60,44.8
12562,JYG,60-120,81.9
12562,JYG,120+,142.1
12562,LSI,0-5,32.3
12562,LSI,5-15,32.4
12562,LSI,15-30,33.0
12562,LSI,30-60,42.8
12562,LSI,60-120,79.3
12562,LSI,120+,139.5
12562,MBI,0-5,39.9
12562,MBI,5-15,39.9
12562,MBI,15-30,40.8
12562,MBI,30-60,51.3
12562,MBI,60-120,90.6
12562,MBI,120+,151.1
12562,MFP,0-5,20.8
12562,MFP,5-15,20.8
12562,MFP,15-30,20.8
12562,MFP,30-60,27.0
12562,MFP,60-120,56.2
12562,MFP,120+,101.9
12562,NDLS,0-5,10.3
12562,NDLS,5-15,10.3
12562,NDLS,15-30,10.5
12562,NDLS,30-60,15.8
12562,NDLS,60-120,36.4
12562,NDLS,120+,78.6
12562,PRYJ,0-5,16.5
12562,PRYJ,5-15,16.5
12562,PRYJ,15-30,17.0
12562,PRYJ,30-60,23.5
12562,PRYJ,60-120,52.1
12562,PRYJ,120+,99.0
12562,SEE,0-5,27.4
12562,SEE,5-15,27.4
12562,SEE,15-30,28.1
12562,SEE,30-60,37.2
12562,SEE,60-120,72.2
12562,SEE,120+,126.1
12562,SIP,0-5,24.8
12562,SIP,5-15,24.8
12562,SIP,15-30,25.3
12562,SIP,30-60,31.9
12562,SIP,60-120,66.3
12562,SIP,120+,118.8
12562,SKI,0-5,36.6
12562,SKI,5-15,36.6
12562,SKI,15-30,37.5
12562,SKI,30-60,47.2
12562,SKI,60-120,85.5
12562,SKI,120+,145.4
12562,SPJ,0-5,29.9
12562,SPJ,5-15,29.9
12562,SPJ,15-30,30.2
12562,SPJ,30-60,37.9
12562,SPJ,60-120,69.7
12562,SPJ,120+,119.7
12607,AB,0-5,23.6
12607,AB,5-15,23.6
12607,AB,15-30,23.9
12607,AB,30-60,30.4
12607,AB,60-120,57.3
12607,AB,120+,97.3
12607,AJJ,0-5,14.5
12607,AJJ,5-15,14.5
12607,AJJ,15-30,14.3
12607,AJJ,30-60,22.8
12607,AJJ,60-120,43.9
12607,AJJ,120+,82.4
12607,BNC,0-5,32.4
12607,BNC,5-15,32.4
12607,BNC,15-30,33.2
12607,BNC,30-60,43.5
12607,BNC,60-120,82.5
12607,BNC,120+,134.4
12607,BWT,0-5,19.6
12607,BWT,5-15,19.7
12607,BWT,15-30,20.1
12607,BWT,30-60,29.8
12607,BWT,60-120,59.4
12607,BWT,120+,105.9
12607,JTJ,0-5,8.7
12607,JTJ,5-15,8.7
12607,JTJ,15-30,8.8
12607,JTJ,30-60,15.9
12607,JTJ,60-120,38.9
12607,JTJ,120+,70.7
12607,KJM,0-5,36.2
12607,KJM,5-15,36.3
12607,KJM,15-30,38.2
12607,KJM,30-60,49.6
12607,KJM,60-120,88.0
12607,KJM,120+,142.3
12607,KPD,0-5,17.9
12607,KPD,5-15,17.9
12607,KPD,15-30,18.3
12607,KPD,30-60,27.1
12607,KPD,60-120,53.9
12607,KPD,120+,97.8
12607,KPN,0-5,15.4
12607,KPN,5-15,15.5
12607,KPN,15-30,15.6
12607,KPN,30-60,24.0
12607,KPN,60-120,48.7
12607,KPN,120+,91.1
12607,MAS,0-5,4.3
12607,MAS,5-15,4.3
12607,MAS,15-30,4.2
12607,MAS,30-60,8.9
12607,MAS,60-120,26.1
12607,MAS,120+,50.7
12607,PER,0-5,4.9
12607,PER,5-15,4.9
12607,PER,15-30,4.6
12607,PER,30-60,9.4
12607,PER,60-120,25.6
12607,PER,120+,48.6
12607,SBC,0-5,11.1
12607,SBC,5-15,11.1
12607,SBC,15-30,11.2
12607,SBC,30-60,17.9
12607,SBC,60-120,40.9
12607,SBC,120+,74.3
12607,SHU,0-5,16.0
12607,SHU,5-15,16.0
12607,SHU,15-30,16.3
12607,SHU,30-60,24.5
12607,SHU,60-120,49.1
12607,SHU,120+,90.7
12607,WJR,0-5,16.7
12607,WJR,5-15,16.8
12607,WJR,15-30,17.1
12607,WJR,30-60,25.3
12607,WJR,60-120,50.9
12607,WJR,120+,92.5
12608,AB,0-5,15.2
12608,AB,5-15,15.3
12608,AB,15-30,15.9
12608,AB,30-60,21.9
12608,AB,60-120,46.0
12608,AB,120+,76.7
12608,AJJ,0-5,16.3
12608,AJJ,5-15,16.3
12608,AJJ,15-30,17.2
12608,AJJ,30-60,25.8
12608,AJJ,60-120,53.5
12608,AJJ,120+,96.5
12608,BNC,0-5,3.9
12608,BNC,5-15,3.9
12608,BNC,15-30,4.7
12608,BNC,30-60,10.4
12608,BNC,60-120,30.7
12608,BNC,120+,56.4
12608,BWT,0-5,11.2
12608,BWT,5-15,11.2
12608,BWT,15-30,12.0
12608,BWT,30-60,19.7
12608,BWT,60-120,44.2
12608,BWT,120+,82.1
12608,JTJ,0-5,11.6
12608,JTJ,5-15,11.6
12608,JTJ,15-30,12.3
12608,JTJ,30-60,20.3
12608,JTJ,60-120,44.8
12608,JTJ,120+,83.4
12608,KJM,0-5,6.2
12608,KJM,5-15,6.2
12608,KJM,15-30,7.0
12608,KJM,30-60,13.5
12608,KJM,60-120,36.0
12608,KJM,120+,66.0
12608,KPD,0-5,14.1
12608,KPD,5-15,14.1
12608,KPD,15-30,14.8
12608,KPD,30-60,23.2
12608,KPD,60-120,49.1
12608,KPD,120+,89.6
12608,KPN,0-5,12.3
12608,KPN,5-15,12.4
12608,KPN,15-30,13.1
12608,KPN,30-60,20.9
12608,KPN,60-120,46.5
12608,KPN,120+,84.0
12608,MAS,0-5,4.1
12608,MAS,5-15,4.1
12608,MAS,15-30,4.8
12608,MAS,30-60,9.7
12608,MAS,60-120,29.8
12608,MAS,120+,54.1
12608,PER,0-5,22.2
12608,PER,5-15,22.3
12608,PER,15-30,23.3
12608,PER,30-60,32.0
12608,PER,60-120,64.7
12608,PER,120+,109.6
12608,SBC,0-5,3.1
12608,SBC,5-15,3.1
12608,SBC,15-30,3.6
12608,SBC,30-60,8.3
12608,SBC,60-120,25.6
12608,SBC,120+,49.3
12608,SHU,0-5,14.6
12608,SHU,5-15,14.7
12608,SHU,15-30,15.4
12608,SHU,30-60,23.1
12608,SHU,60-120,48.6
12608,SHU,120+,89.1
12608,WJR,0-5,15.4
12608,WJR,5-15,15.4
12608,WJR,15-30,16.3
12608,WJR,30-60,24.0
12608,WJR,60-120,49.6
12608,WJR,120+,91.0
12609,AJJ,0-5,19.0
12609,AJJ,5-15,19.0
12609,AJJ,15-30,19.7
12609,AJJ,30-60,26.2
12609,AJJ,60-120,50.5
12609,AJJ,120+,90.3
12609,BNC,0-5,15.3
12609,BNC,5-15,15.3
12609,BNC,15-30,15.7
12609,BNC,30-60,23.9
12609,BNC,60-120,45.1
12609,BNC,120+,88.3
12609,BNCE,0-5,21.7
12609,BNCE,5-15,21.7
12609,BNCE,15-30,22.4
12609,BNCE,30-60,30.2
12609,BNCE,60-120,53.5
12609,BNCE,120+,95.6
12609,BWT,0-5,23.1
12609,BWT,5-15,23.1
12609,BWT,15-30,23.7
12609,BWT,30-60,31.1
12609,BWT,60-120,57.4
12609,BWT,120+,101.3
12609,JTJ,0-5,20.6
12609,JTJ,5-15,20.6
12609,JTJ,15-30,21.2
12609,JTJ,30-60,27.9
12609,JTJ,60-120,53.0
12609,JTJ,120+,92.7
12609,KJM,0-5,22.3
12609,KJM,5-15,22.4
12609,KJM,15-30,23.1
12609,KJM,30-60,29.5
12609,KJM,60-120,55.3
12609,KJM,120+,99.1
12609,KPD,0-5,23.4
12609,KPD,5-15,23.4
12609,KPD,15-30,24.0
12609,KPD,30-60,30.3
12609,KPD,60-120,56.3
12609,KPD,120+,98.9
12609,KPN,0-5,21.8
12609,KPN,5-15,21.8
12609,KPN,15-30,22.4
12609,KPN,30-60,28.2
12609,KPN,60-120,53.3
12609,KPN,120+,97.0
12609,MYS,0-5,20.2
12609,MYS,5-15,20.2
12609,MYS,15-30,20.8
12609,MYS,30-60,27.1
12609,MYS,60-120,50.8
12609,MYS,120+,90.2
12609,SBC,0-5,21.8
12609,SBC,5-15,21.8
12609,SBC,15-30,22.4
12609,SBC,30-60,28.8
12609,SBC,60-120,53.4
12609,SBC,120+,92.1
12609,SHU,0-5,22.3
12609,SHU,5-15,22.4
12609,SHU,15-30,23.0
12609,SHU,30-60,29.3
12609,SHU,60-120,53.9
12609,SHU,120+,92.8
12609,WJR,0-5,21.1
12609,WJR,5-15,21.1
12609,WJR,15-30,21.7
12609,WJR,30-60,27.6
12609,WJR,60-120,52.3
12609,WJR,120+,93.4
12610,AJJ,0-5,24.2
12610,AJJ,5-15,24.2
12610,AJJ,15-30,24.7
12610,AJJ,30-60,31.3
12610,AJJ,60-120,57.5
12610,AJJ,120+,101.5
12610,BNC,0-5,26.8
12610,BNC,5-15,26.8
12610,BNC,15-30,27.4
12610,BNC,30-60,34.0
12610,BNC,60-120,61.9
12610,BNC,120+,103.2
12610,BWT,0-5,22.1
12610,BWT,5-15,22.2
12610,BWT,15-30,22.8
12610,BWT,30-60,29.2
12610,BWT,60-120,55.0
12610,BWT,120+,95.2
12610,CPT,0-5,24.2
12610,CPT,5-15,24.2
12610,CPT,15-30,24.9
12610,CPT,30-60,31.3
12610,CPT,60-120,57.6
12610,CPT,120+,96.5
12610,GYM,0-5,21.9
12610,GYM,5-15,22.0
12610,GYM,15-30,22.7
12610,GYM,30-60,29.5
12610,GYM,60-120,55.7
12610,GYM,120+,100.5
12610,JTJ,0-5,20.7
12610,JTJ,5-15,20.7
12610,JTJ,15-30,21.3
12610,JTJ,30-60,27.7
12610,JTJ,60-120,53.3
12610,JTJ,120+,95.7
12610,KGI,0-5,20.4
12610,KGI,5-15,20.4
12610,KGI,15-30,21.1
12610,KGI,30-60,27.7
12610,KGI,60-120,51.5
12610,KGI,120+,90.4
12610,KJM,0-5,19.5
12610,KJM,5-15,19.5
12610,KJM,15-30,20.3
12610,KJM,30-60,26.5
12610,KJM,60-120,51.4
12610,KJM,120+,90.5
12610,KPD,0-5,19.5
12610,KPD,5-15,19.5
12610,KPD,15-30,20.3
12610,KPD,30-60,26.5
12610,KPD,60-120,51.3
12610,KPD,120+,91.1
12610,KPN,0-5,19.8
12610,KPN,5-15,19.8
12610,KPN,15-30,20.5
12610,KPN,30-60,26.9
12610,KPN,60-120,51.5
12610,KPN,120+,91.5
12610,MAD,0-5,20.2
12610,MAD,5-15,20.3
12610,MAD,15-30,20.9
12610,MAD,30-60,27.1
12610,MAD,60-120,49.5
12610,MAD,120+,87.4
12610,MAS,0-5,19.7
12610,MAS,5-15,19.7
12610,MAS,15-30,20.5
12610,MAS,30-60,26.3
12610,MAS,60-120,51.7
12610,MAS,120+,92.1
12610,MCN,0-5,19.0
12610,MCN,5-15,19.0
12610,MCN,15-30,19.7
12610,MCN,30-60,25.9
12610,MCN,60-120,49.9
12610,MCN,120+,89.1
12610,MLO,0-5,19.2
12610,MLO,5-15,19.3
12610,MLO,15-30,20.0
12610,MLO,30-60,26.2
12610,MLO,60-120,50.4
12610,MLO,120+,89.1
12610,MYA,0-5,20.0
12610,MYA,5-15,20.0
12610,MYA,15-30,20.7
12610,MYA,30-60,26.9
12610,MYA,60-120,49.4
12610,MYA,120+,86.2
12610,PANP,0-5,21.1
12610,PANP,5-15,21.1
12610,PANP,15-30,21.7
12610,PANP,30-60,27.4
12610,PANP,60-120,49.8
12610,PANP,120+,89.1
12610,PER,0-5,20.8
12610,PER,5-15,20.8
12610,PER,15-30,21.6
12610,PER,30-60,27.7
12610,PER,60-120,52.1
12610,PER,120+,94.2
12610,RMGM,0-5,21.1
12610,RMGM,5-15,21.1
12610,RMGM,15-30,21.8
12610,RMGM,30-60,28.0
12610,RMGM,60-120,50.4
12610,RMGM,120+,90.6
12610,SBC,0-5,20.7
12610,SBC,5-15,20.7
12610,SBC,15-30,21.5
12610,SBC,30-60,28.0
12610,SBC,60-120,52.4
12610,SBC,120+,94.5
12610,SHU,0-5,20.6
12610,SHU,5-15,20.6
12610,SHU,15-30,21.2
12610,SHU,30-60,27.7
12610,SHU,60-120,51.8
12610,SHU,120+,93.5
12610,TRL,0-5,20.6
12610,TRL,5-15,20.7
12610,TRL,15-30,21.4
12610,TRL,30-60,27.6
12610,TRL,60-120,51.8
12610,TRL,120+,93.5
12610,VN,0-5,20.8
12610,VN,5-15,20.9
12610,VN,15-30,21.6
12610,VN,30-60,27.8
12610,VN,60-120,51.8
12610,VN,120+,93.6
12610,WFD,0-5,20.9
12610,WFD,5-15,20.9
12610,WFD,15-30,21.7
12610,WFD,30-60,27.9
12610,WFD,60-120,51.5
12610,WFD,120+,93.5
12610,WJR,0-5,21.4
12610,WJR,5-15,21.4
12610,WJR,15-30,22.2
12610,WJR,30-60,28.2
12610,WJR,60-120,52.2
12610,WJR,120+,94.1
12615,AGC,0-5,39.7
12615,AGC,5-15,39.7
12615,AGC,15-30,39.8
12615,AGC,30-60,42.9
12615,AGC,60-120,70.3
12615,AGC,120+,101.6
12615,AMLA,0-5,27.2
12615,AMLA,5-15,27.2
12615,AMLA,15-30,27.3
12615,AMLA,30-60,33.6
12615,AMLA,60-120,61.3
12615,AMLA,120+,86.4
12615,BAQ,0-5,22.7
12615,BAQ,5-15,22.7
12615,BAQ,15-30,23.1
12615,BAQ,30-60,29.3
12615,BAQ,60-120,56.9
12615,BAQ,120+,86.0
12615,BFP,0-5,35.1
12615,BFP,5-15,35.2
12615,BFP,15-30,35.9
12615,BFP,30-60,43.3
12615,BFP,60-120,76.7
12615,BFP,120+,125.4
12615,BHS,0-5,23.5
12615,BHS,5-15,23.5
12615,BHS,15-30,23.9
12615,BHS,30-60,30.3
12615,BHS,60-120,59.3
12615,BHS,120+,88.4
12615,BINA,0-5,15.0
12615,BINA,5-15,15.0
12615,BINA,15-30,15.3
12615,BINA,30-60,21.6
12615,BINA,60-120,42.8
12615,BINA,120+,63.1
12615,BPL,0-5,15.0
12615,BPL,5-15,15.1
12615,BPL,15-30,15.4
12615,BPL,30-60,21.2
12615,BPL,60-120,42.2
12615,BPL,120+,62.6
12615,BPQ,0-5,3.1
12615,BPQ,5-15,3.2
12615,BPQ,15-30,3.4
12615,BPQ,30-60,6.2
12615,BPQ,60-120,18.6
12615,BPQ,120+,25.9
12615,BZA,0-5,15.8
12615,BZA,5-15,15.8
12615,BZA,15-30,16.2
12615,BZA,30-60,21.8
12615,BZA,60-120,43.3
12615,BZA,120+,63.5
12615,BZU,0-5,27.3
12615,BZU,5-15,27.3
12615,BZU,15-30,28.1
12615,BZU,30-60,34.7
12615,BZU,60-120,65.2
12615,BZU,120+,100.5
12615,CD,0-5,5.8
12615,CD,5-15,5.8
12615,CD,15-30,6.1
12615,CD,30-60,9.8
12615,CD,60-120,22.8
12615,CD,120+,31.8
12615,CLX,0-5,12.3
12615,CLX,5-15,12.4
12615,CLX,15-30,12.7
12615,CLX,30-60,18.1
12615,CLX,60-120,35.4
12615,CLX,120+,53.4
12615,DHO,0-5,26.3
12615,DHO,5-15,26.3
12615,DHO,15-30,27.0
12615,DHO,30-60,33.5
12615,DHO,60-120,63.5
12615,DHO,120+,96.1
12615,ET,0-5,10.0
12615,ET,5-15,10.0
12615,ET,15-30,10.3
12615,ET,30-60,15.3
12615,ET,60-120,30.0
12615,ET,120+,44.8
12615,FDB,0-5,34.0
12615,FDB,5-15,34.0
12615,FDB,15-30,34.8
12615,FDB,30-60,42.0
12615,FDB,60-120,74.4
12615,FDB,120+,121.7
12615,GDR,0-5,4.6
12615,GDR,5-15,4.7
12615,GDR,15-30,5.0
12615,GDR,30-60,8.2
12615,GDR,60-120,19.4
12615,GDR,120+,26.5
12615,GDYA,0-5,30.2
12615,GDYA,5-15,30.3
12615,GDYA,15-30,31.0
12615,GDYA,30-60,37.8
12615,GDYA,60-120,68.7
12615,GDYA,120+,110.4
12615,GWL,0-5,30.7
12615,GWL,5-15,30.8
12615,GWL,15-30,31.5
12615,GWL,30-60,38.7
12615,GWL,60-120,69.4
12615,GWL,120+,114.5
12615,HGT,0-5,15.7
12615,HGT,5-15,15.7
12615,HGT,15-30,16.1
12615,HGT,30-60,21.8
12615,HGT,60-120,42.1
12615,HGT,120+,61.4
12615,KMT,0-5,9.1
12615,KMT,5-15,9.1
12615,KMT,15-30,9.4
12615,KMT,30-60,14.2
12615,KMT,60-120,28.5
12615,KMT,120+,41.4
12615,MAS,0-5,0.6
12615,MAS,5-15,0.6
12615,MAS,15-30,0.7
12615,MAS,30-60,3.1
12615,MAS,60-120,10.2
12615,MAS,120+,13.3
12615,MCI,0-5,8.8
12615,MCI,5-15,8.8
12615,MCI,15-30,9.1
12615,MCI,30-60,13.6
12615,MCI,60-120,27.9
12615,MCI,120+,40.4
12615,MRA,0-5,34.4
12615,MRA,5-15,34.4
12615,MRA,15-30,34.8
12615,MRA,30-60,41.9
12615,MRA,60-120,74.4
12615,MRA,120+,121.6
12615,MTJ,0-5,39.9
12615,MTJ,5-15,39.9
12615,MTJ,15-30,40.2
12615,MTJ,30-60,47.6
12615,MTJ,60-120,81.8
12615,MTJ,120+,130.0
12615,NDLS,0-5,34.4
12615,NDLS,5-15,34.4
12615,NDLS,15-30,34.7
12615,NDLS,30-60,42.2
12615,NDLS,60-120,75.0
12615,NDLS,120+,122.9
12615,NDPM,0-5,15.0
12615,NDPM,5-15,15.0
12615,NDPM,15-30,15.3
12615,NDPM,30-60,20.9
12615,NDPM,60-120,40.2
12615,NDPM,120+,59.1
12615,NGP,0-5,15.8
12615,NGP,5-15,15.8
12615,NGP,15-30,16.1
12615,NGP,30-60,21.0
12615,NGP,60-120,39.1
12615,NGP,120+,52.7
12615,NLR,0-5,10.7
12615,NLR,5-15,10.7
12615,NLR,15-30,11.0
12615,NLR,30-60,16.1
12615,NLR,60-120,30.8
12615,NLR,120+,47.2
12615,NRKR,0-5,21.9
12615,NRKR,5-15,21.9
12615,NRKR,15-30,22.3
12615,NRKR,30-60,28.0
12615,NRKR,60-120,53.4
12615,NRKR,120+,80.9
12615,NZM,0-5,37.4
12615,NZM,5-15,37.5
12615,NZM,15-30,37.7
12615,NZM,30-60,45.2
12615,NZM,60-120,78.7
12615,NZM,120+,127.9
12615,OGL,0-5,14.7
12615,OGL,5-15,14.8
12615,OGL,15-30,15.1
12615,OGL,30-60,20.7
12615,OGL,60-120,40.0
12615,OGL,120+,59.5
12615,PAR,0-5,25.2
12615,PAR,5-15,25.2
12615,PAR,15-30,25.5
12615,PAR,30-60,31.3
12615,PAR,60-120,59.5
12615,PAR,120+,89.2
12615,RDM,0-5,9.6
12615,RDM,5-15,9.6
12615,RDM,15-30,9.9
12615,RDM,30-60,14.8
12615,RDM,60-120,29.2
12615,RDM,120+,44.0
12615,RKMP,0-5,14.1
12615,RKMP,5-15,14.2
12615,RKMP,15-30,14.5
12615,RKMP,30-60,20.1
12615,RKMP,60-120,38.8
12615,RKMP,120+,57.1
12615,SEGM,0-5,17.3
12615,SEGM,5-15,17.3
12615,SEGM,15-30,17.6
12615,SEGM,30-60,23.4
12615,SEGM,60-120,46.1
12615,SEGM,120+,69.1
12615,SKZR,0-5,10.6
12615,SKZR,5-15,10.7
12615,SKZR,15-30,11.0
12615,SKZR,30-60,16.1
12615,SKZR,60-120,30.7
12615,SKZR,120+,47.1
12615,TEL,0-5,14.7
12615,TEL,5-15,14.7
12615,TEL,15-30,15.1
12615,TEL,30-60,20.7
12615,TEL,60-120,40.0
12615,TEL,120+,59.5
12615,VGLJ,0-5,18.2
12615,VGLJ,5-15,18.2
12615,VGLJ,15-30,18.4
12615,VGLJ,30-60,24.2
12615,VGLJ,60-120,47.7
12615,VGLJ,120+,72.0
12615,WL,0-5,10.7
12615,WL,5-15,10.7
12615,WL,15-30,11.0
12615,WL,30-60,16.1
12615,WL,60-120,31.2
12615,WL,120+,48.0
12616,AGC,0-5,48.9
12616,AGC,5-15,48.9
12616,AGC,15-30,48.9
12616,AGC,30-60,51.5
12616,AGC,60-120,79.7
12616,AGC,120+,110.1
12616,AMLA,0-5,25.1
12616,AMLA,5-15,25.1
12616,AMLA,15-30,25.3
12616,AMLA,30-60,31.0
12616,AMLA,60-120,62.5
12616,AMLA,120+,95.1
12616,BAQ,0-5,15.2
12616,BAQ,5-15,15.2
12616,BAQ,15-30,15.1
12616,BAQ,30-60,20.9
12616,BAQ,60-120,45.2
12616,BAQ,120+,70.2
12616,BFP,0-5,33.0
12616,BFP,5-15,33.0
12616,BFP,15-30,33.1
12616,BFP,30-60,40.0
12616,BFP,60-120,72.3
12616,BFP,120+,118.3
12616,BHS,0-5,20.9
12616,BHS,5-15,21.0
12616,BHS,15-30,20.8
12616,BHS,30-60,26.6
12616,BHS,60-120,54.8
12616,BHS,120+,85.1
12616,BINA,0-5,9.0
12616,BINA,5-15,9.0
12616,BINA,15-30,8.8
12616,BINA,30-60,13.9
12616,BINA,60-120,33.2
12616,BINA,120+,55.3
12616,BPA,0-5,32.0
12616,BPA,5-15,32.0
12616,BPA,15-30,32.1
12616,BPA,30-60,38.4
12616,BPA,60-120,70.2
12616,BPA,120+,115.8
12616,BPL,0-5,18.1
12616,BPL,5-15,18.2
12616,BPL,15-30,18.1
12616,BPL,30-60,23.5
12616,BPL,60-120,50.5
12616,BPL,120+,78.7
12616,BPQ,0-5,14.8
12616,BPQ,5-15,14.8
12616,BPQ,15-30,14.7
12616,BPQ,30-60,20.0
12616,BPQ,60-120,43.9
12616,BPQ,120+,69.1
12616,BZA,0-5,23.6
12616,BZA,5-15,23.6
12616,BZA,15-30,23.6
12616,BZA,30-60,28.7
12616,BZA,60-120,58.3
12616,BZA,120+,89.8
12616,BZU,0-5,27.2
12616,BZU,5-15,27.2
12616,BZU,15-30,27.3
12616,BZU,30-60,33.0
12616,BZU,60-120,63.0
12616,BZU,120+,99.3
12616,CD,0-5,40.3
12616,CD,5-15,40.3
12616,CD,15-30,40.6
12616,CD,30-60,47.1
12616,CD,60-120,81.3
12616,CD,120+,128.0
12616,CLX,0-5,32.7
12616,CLX,5-15,32.8
12616,CLX,15-30,32.9
12616,CLX,30-60,39.0
12616,CLX,60-120,70.8
12616,CLX,120+,116.2
12616,DHO,0-5,26.3
12616,DHO,5-15,26.3
12616,DHO,15-30,26.5
12616,DHO,30-60,32.2
